from_country,to_country,count
Poland,Switzerland,47
Poland,Taiwan,5
Poland,Turkey,1
Poland,Ukraine,6
Poland,United Arab Emirates,2
Poland,United Kingdom,262
Poland,United States,713
Portugal,Argentina,3
Portugal,Armenia,2
Portugal,Australia,77
Portugal,Austria,13
Portugal,Belgium,30
Portugal,Bosnia and Herzegovina,1
Portugal,Brazil,8
Portugal,Bulgaria,1
Portugal,Canada,50
Portugal,Chile,6
Portugal,China,3
Portugal,Croatia,1
Portugal,Cyprus,3
Portugal,Czech Republic,5
Portugal,Denmark,14
Portugal,Ecuador,1
Portugal,Estonia,4
Portugal,Finland,8
Portugal,France,82
Portugal,Georgia,5
Portugal,Germany,180
Portugal,Greece,4
Portugal,Guatemala,1
Portugal,Hong Kong,2
Portugal,Hungary,4
Portugal,India,3
Portugal,Indonesia,1
Portugal,Ireland,10
Portugal,Israel,9
Portugal,Italy,22
Portugal,Japan,77
Portugal,Jordan,1
Portugal,Latvia,1
Portugal,Lithuania,2
Portugal,Luxembourg,2
Portugal,Macao,1
Portugal,Malta,1
Portugal,Mauritius,1
Portugal,Mexico,16
Portugal,Netherlands,47
Portugal,New Zealand,14
Portugal,Norway,6
Portugal,Oman,2
Portugal,Panama,1
Portugal,Philippines,1
Portugal,Poland,18
Portugal,Portugal,312
Portugal,Puerto Rico,1
Portugal,Qatar,2
Portugal,South Korea,5
Portugal,Romania,5
Portugal,Russia,20
Portugal,Serbia,1
Portugal,Singapore,2
Portugal,Slovakia,4
Portugal,Slovenia,1
Portugal,South Africa,5
Portugal,Spain,30
Portugal,Sweden,24
Portugal,Switzerland,38
Portugal,Taiwan,1
Portugal,Thailand,1
Portugal,Turkey,5
Portugal,Uganda,1
Portugal,Ukraine,3
Portugal,United Arab Emirates,3
Portugal,United Kingdom,278
Portugal,United States,350
Portugal,Uruguay,1
Puerto Rico,Australia,3
Puerto Rico,Belgium,1
Puerto Rico,Canada,2
Puerto Rico,Finland,1
Puerto Rico,Germany,4
Puerto Rico,Guatemala,1
Puerto Rico,Italy,2
Puerto Rico,Japan,4
Puerto Rico,Luxembourg,1
Puerto Rico,Netherlands,1
Puerto Rico,Puerto Rico,10
Puerto Rico,Russia,1
Puerto Rico,South Africa,1
Puerto Rico,Spain,2
Puerto Rico,Sweden,1
Puerto Rico,United Kingdom,3
Puerto Rico,United States,171
Romania,Argentina,19
Romania,Australia,74
Romania,Austria,25
Romania,Belarus,1
Romania,Belgium,31
Romania,Brazil,13
Romania,Bulgaria,21
Romania,Canada,51
Romania,Chile,27
Romania,China,15
Romania,Colombia,6
Romania,Costa Rica,4
Romania,Croatia,8
Romania,Cyprus,5
Romania,Czech Republic,8
Romania,Denmark,7
Romania,Dominican Republic,1
Romania,Ecuador,2
Romania,Egypt,1
Romania,Estonia,5
Romania,Finland,23
Romania,France,139
Romania,Georgia,7
Romania,Germany,243
Romania,Gibraltar,4
Romania,Greece,9
Romania,Honduras,1
Romania,Hong Kong,1
Romania,Hungary,31
Romania,Indonesia,1
Romania,Ireland,13
Romania,Isle of Man,2
Romania,Israel,33
Romania,Italy,39
Romania,Japan,42
Romania,Jersey,1
Romania,Jordan,1
Romania,Latvia,2
Romania,Lithuania,3
Romania,Luxembourg,4
Romania,Maldives,13
Romania,Malta,1
Romania,Mexico,15
Romania,Moldova,5
Romania,Morocco,7
Romania,Netherlands,48
Romania,New Zealand,7
Romania,Norway,17
Romania,Peru,22
Romania,Poland,17
Romania,Portugal,13
Romania,Puerto Rico,10
Romania,South Korea,1
Romania,Romania,215
Romania,Russia,108
Romania,Serbia,6
Romania,Singapore,3
Romania,Slovenia,3
Romania,South Africa,10
Romania,Spain,47
Romania,Sweden,31
Romania,Switzerland,126
Romania,Taiwan,10
Romania,Thailand,3
Romania,Turkey,9
Romania,Ukraine,13
Romania,United Arab Emirates,4
Romania,United Kingdom,429
Romania,United States,260
Romania,Uruguay,10
Romania,XK,1
Russia,Algeria,1
Russia,Argentina,10
Russia,Armenia,4
Russia,Australia,266
Russia,Austria,51
Russia,Bahrain,1
Russia,Belarus,10
Russia,Belgium,55
Russia,Brazil,24
Russia,Brunei Darussalam,1
Russia,Bulgaria,10
Russia,Canada,250
Russia,Chile,25
Russia,China,24
Russia,Colombia,8
Russia,Costa Rica,6
Russia,Croatia,9
Russia,Cyprus,5
Russia,Czech Republic,31
Russia,Denmark,51
Russia,Ecuador,4
Russia,Egypt,1
Russia,El Salvador,2
Russia,Estonia,21
Russia,Finland,57
Russia,France,266
Russia,Georgia,12
Russia,Germany,764
Russia,Gibraltar,4
Russia,Greece,18
Russia,Honduras,1
Russia,Hong Kong,9
Russia,Hungary,26
Russia,Iceland,7
Russia,India,9
Russia,Ireland,45
Russia,Isle of Man,1
Russia,Israel,38
Russia,Italy,81
Russia,Japan,176
Russia,Jersey,2
Russia,Kazakhstan,4
Russia,Latvia,8
Russia,Lebanon,2
Russia,Lithuania,18
Russia,Luxembourg,1
Russia,ME,2
Russia,Macao,2
Russia,Macedonia,1
Russia,Malaysia,2
Russia,Malta,2
Russia,Mexico,43
Russia,Moldova,3
Russia,Morocco,2
Russia,Netherlands,155
Russia,New Zealand,29
Russia,Norway,46
Russia,Pakistan,1
Russia,Panama,1
Russia,Peru,2
Russia,Philippines,7
Russia,Poland,80
Russia,Portugal,14
Russia,Puerto Rico,1
Russia,Qatar,1
Russia,South Korea,35
Russia,Reunion,1
Russia,Romania,25
Russia,Russia,494
Russia,Saudi Arabia,5
Russia,Serbia,4
Russia,Singapore,3
Russia,Slovakia,19
Russia,Slovenia,15
Russia,South Africa,21
Russia,Spain,54
Russia,Sweden,56
Russia,Switzerland,116
Russia,Taiwan,9
Russia,Thailand,6
Russia,Trinidad and Tobago,1
Russia,Turkey,10
Russia,Ukraine,46
Russia,United Arab Emirates,1
Russia,United Kingdom,689
Russia,United States,1887
Russia,Uruguay,4
Russia,Venezuela,2
Russia,Vietnam,2
Senegal,Austria,1
Senegal,Canada,1
Senegal,Denmark,2
Senegal,Germany,1
Senegal,Greece,2
Senegal,Ireland,1
Senegal,Japan,2
Senegal,New Zealand,1
Senegal,Poland,1
Senegal,Russia,1
Senegal,Spain,1
Senegal,United Kingdom,1
Senegal,United States,5
Serbia,Argentina,1
Serbia,Armenia,2
Serbia,Australia,27
Serbia,Austria,3
Serbia,Bahrain,1
Serbia,Belgium,2
Serbia,Brazil,2
Serbia,Bulgaria,3
Serbia,Canada,27
Serbia,Chile,3
Serbia,China,4
Serbia,Croatia,2
Serbia,Czech Republic,7
Serbia,Denmark,3
Serbia,Estonia,3
Serbia,Finland,6
Serbia,France,26
Serbia,Germany,52
Serbia,Greece,3
Serbia,Hungary,2
Serbia,India,1
Serbia,Ireland,2
Serbia,Israel,2
Serbia,Italy,11
Serbia,Japan,17
Serbia,Kyrgyzstan,1
Serbia,Lithuania,1
Serbia,Macedonia,1
Serbia,Malaysia,1
Serbia,Malta,1
Serbia,Mexico,6
Serbia,Morocco,1
Serbia,Netherlands,11
Serbia,New Zealand,7
Serbia,Norway,3
Serbia,Peru,1
Serbia,Poland,6
Serbia,Portugal,2
Serbia,Qatar,1
Serbia,South Korea,1
Serbia,Romania,7
Serbia,Russia,16
Serbia,Serbia,26
Serbia,Singapore,2
Serbia,Slovakia,1
Serbia,Slovenia,1
Serbia,Spain,9
Serbia,Sweden,3
Serbia,Switzerland,11
Serbia,Ukraine,2
Serbia,United Kingdom,57
Serbia,United States,183
Serbia,Uruguay,1
Serbia,Vietnam,1
Singapore,Australia,13
Singapore,Belgium,5
Singapore,Brazil,1
Singapore,Bulgaria,4
Singapore,Canada,8
Singapore,China,5
Singapore,France,10
Singapore,Germany,23
Singapore,Greece,1
Singapore,Hong Kong,2
Singapore,Hungary,1
Singapore,Indonesia,1
Singapore,Ireland,1
Singapore,Israel,5
Singapore,Italy,8
Singapore,Japan,22
Singapore,Malaysia,2
Singapore,Mexico,1
Singapore,Netherlands,5
Singapore,New Zealand,2
Singapore,Norway,4
Singapore,Philippines,2
Singapore,Poland,4
Singapore,Portugal,1
Singapore,South Korea,5
Singapore,Russia,5
Singapore,Singapore,60
Singapore,Spain,3
Singapore,Switzerland,6
Singapore,Taiwan,1
Singapore,Thailand,1
Singapore,United Arab Emirates,1
Singapore,United Kingdom,49
Singapore,United States,85
Singapore,Wallis and Futuna,1
Slovakia,Australia,6
Slovakia,Austria,1
Slovakia,Belgium,1
Slovakia,Canada,4
Slovakia,Colombia,1
Slovakia,Cyprus,1
Slovakia,Czech Republic,8
Slovakia,Estonia,1
Slovakia,Finland,2
Slovakia,France,4
Slovakia,Germany,22
Slovakia,Greece,1
Slovakia,Hungary,1
Slovakia,Italy,4
Slovakia,Japan,3
Slovakia,Lithuania,1
Slovakia,Mexico,2
Slovakia,Netherlands,2
Slovakia,New Zealand,2
Slovakia,Norway,5
Slovakia,Poland,2
Slovakia,Portugal,1
Slovakia,Romania,1
Slovakia,Russia,2
Slovakia,Slovakia,39
Slovakia,South Africa,1
Slovakia,Spain,1
Slovakia,Sweden,2
Slovakia,Ukraine,1
Slovakia,United Kingdom,18
Slovakia,United States,43
Slovenia,Argentina,1
Slovenia,Australia,10
Slovenia,Austria,5
Slovenia,Belgium,2
Slovenia,Brazil,2
Slovenia,Canada,13
Slovenia,Chile,1
Slovenia,Czech Republic,2
Slovenia,Denmark,4
Slovenia,Estonia,1
Slovenia,Finland,3
Slovenia,France,16
Slovenia,Georgia,2
Slovenia,Germany,40
Slovenia,Gibraltar,1
Slovenia,Hong Kong,1
Slovenia,India,1
Slovenia,Ireland,1
Slovenia,Isle of Man,1
Slovenia,Italy,1
Slovenia,Japan,12
Slovenia,Lithuania,1
Slovenia,Mexico,1
Slovenia,Moldova,4
Slovenia,Netherlands,6
Slovenia,New Zealand,5
Slovenia,Norway,5
Slovenia,Poland,2
Slovenia,Portugal,1
Slovenia,South Korea,2
Slovenia,Romania,3
Slovenia,Russia,24
Slovenia,Serbia,3
Slovenia,Slovakia,1
Slovenia,Slovenia,56
Slovenia,South Africa,2
Slovenia,Spain,7
Slovenia,Sweden,4
Slovenia,Switzerland,6
Slovenia,Turkey,1
Slovenia,Ukraine,1
Slovenia,United Kingdom,34
Slovenia,United States,88
South Africa,Australia,55
South Africa,Austria,4
South Africa,Belgium,12
South Africa,Belize,1
South Africa,Bermuda,1
South Africa,Botswana,9
South Africa,Brazil,4
South Africa,Canada,40
South Africa,Chile,1
South Africa,China,5
South Africa,Colombia,1
South Africa,Costa Rica,2
South Africa,Cyprus,1
South Africa,Czech Republic,3
South Africa,Denmark,6
South Africa,Estonia,2
South Africa,Finland,7
South Africa,France,31
South Africa,Georgia,1
South Africa,Germany,98
South Africa,Hong Kong,2
South Africa,Hungary,4
South Africa,India,1
South Africa,Ireland,1
South Africa,Israel,2
South Africa,Italy,7
South Africa,Japan,32
South Africa,Kenya,1
South Africa,Latvia,2
South Africa,Lebanon,1
South Africa,Lesotho,1
South Africa,ME,2
South Africa,Malaysia,1
South Africa,Mexico,2
South Africa,Mozambique,1
South Africa,Namibia,1
South Africa,Netherlands,14
South Africa,New Zealand,7
South Africa,Norway,2
South Africa,Papua New Guinea,1
South Africa,Poland,7
South Africa,Portugal,1
South Africa,South Korea,2
South Africa,Reunion,1
South Africa,Romania,1
South Africa,Russia,4
South Africa,Serbia,1
South Africa,Singapore,1
South Africa,Slovakia,1
South Africa,Slovenia,2
South Africa,South Africa,262
South Africa,Spain,2
South Africa,Swaziland,1
South Africa,Sweden,8
South Africa,Switzerland,20
South Africa,Thailand,1
South Africa,Turkey,3
South Africa,Ukraine,3
South Africa,United Arab Emirates,3
South Africa,United Kingdom,151
South Africa,United States,282
South Africa,Uruguay,1
South Africa,Vietnam,1
South Korea,Argentina,1
South Korea,Australia,31
South Korea,Austria,1
South Korea,Belgium,2
South Korea,Brazil,2
South Korea,Canada,14
South Korea,Chile,1
South Korea,China,7
South Korea,Colombia,2
South Korea,Czech Republic,1
South Korea,Denmark,4
South Korea,Estonia,1
South Korea,Finland,7
South Korea,France,15
South Korea,Georgia,2
South Korea,Germany,47
South Korea,Hong Kong,2
South Korea,Iceland,1
South Korea,Ireland,6
South Korea,Israel,3
South Korea,Italy,2
South Korea,Japan,42
South Korea,Lithuania,1
South Korea,Netherlands,10
South Korea,New Zealand,2
South Korea,Norway,2
South Korea,Palestinian Territory,1
South Korea,Philippines,1
South Korea,Poland,6
South Korea,Portugal,2
South Korea,South Korea,68
South Korea,Russia,5
South Korea,Serbia,1
South Korea,Singapore,4
South Korea,Spain,3
South Korea,Sweden,5
South Korea,Switzerland,2
South Korea,Taiwan,2
South Korea,Thailand,2
South Korea,Ukraine,2
South Korea,United Kingdom,47
South Korea,United States,229
Spain,Argentina,14
Spain,Armenia,2
Spain,Australia,243
Spain,Austria,43
Spain,Belarus,1
Spain,Belgium,73
Spain,Brazil,26
Spain,Bulgaria,3
Spain,Canada,150
Spain,Chile,15
Spain,China,25
Spain,Colombia,10
Spain,Costa Rica,3
Spain,Croatia,11
Spain,Cyprus,3
Spain,Czech Republic,36
Spain,Denmark,22
Spain,Ecuador,2
Spain,Egypt,1
Spain,Estonia,17
Spain,Finland,47
Spain,France,308
Spain,Georgia,22
Spain,Germany,717
Spain,Gibraltar,1
Spain,Greece,33
Spain,Guatemala,2
Spain,Honduras,2
Spain,Hong Kong,5
Spain,Hungary,31
Spain,Iceland,1
Spain,India,4
Spain,Indonesia,3
Spain,Ireland,65
Spain,Israel,34
Spain,Italy,99
Spain,Japan,192
Spain,Jersey,2
Spain,Jordan,1
Spain,Kazakhstan,1
Spain,Latvia,5
Spain,Liechtenstein,2
Spain,Lithuania,26
Spain,Luxembourg,4
Spain,ME,3
Spain,Malta,3
Spain,Mauritius,1
Spain,Mexico,44
Spain,Morocco,2
Spain,Netherlands,145
Spain,New Zealand,48
Spain,Norway,31
Spain,Oman,1
Spain,Panama,2
Spain,Peru,9
Spain,Philippines,3
Spain,Poland,54
Spain,Portugal,21
Spain,Puerto Rico,1
Spain,South Korea,33
Spain,Romania,11
Spain,Russia,73
Spain,Saudi Arabia,1
Spain,Serbia,6
Spain,Singapore,2
Spain,Slovakia,5
Spain,Slovenia,8
Spain,South Africa,23
Spain,Spain,787
Spain,Sweden,72
Spain,Switzerland,138
Spain,Taiwan,6
Spain,Thailand,2
Spain,Trinidad and Tobago,3
Spain,Turkey,6
Spain,Ukraine,19
Spain,United Arab Emirates,5
Spain,United Kingdom,734
Spain,United States,1258
Spain,Uruguay,3
Spain,Vietnam,1
Spain,Wallis and Futuna,1
Spain,XK,3
Sri Lanka,Australia,2
Sri Lanka,Brazil,1
Sri Lanka,France,1
Sri Lanka,Germany,1
Sri Lanka,Japan,1
Sri Lanka,Norway,1
Sri Lanka,Spain,1
Sri Lanka,Sri Lanka,1
Sri Lanka,United States,4
Sweden,Argentina,2
Sweden,Australia,304
Sweden,Austria,34
Sweden,Bahamas,3
Sweden,Bahrain,1
Sweden,Belgium,104
Sweden,Brazil,11
Sweden,Bulgaria,9
Sweden,Canada,274
Sweden,Chile,17
Sweden,China,29
Sweden,Colombia,7
Sweden,Costa Rica,7
Sweden,Croatia,10
Sweden,Cyprus,1
Sweden,Czech Republic,25
Sweden,Denmark,50
Sweden,Ecuador,5
Sweden,Egypt,2
Sweden,Estonia,10
Sweden,Finland,80
Sweden,France,250
Sweden,Georgia,14
Sweden,Germany,792
Sweden,Greece,21
Sweden,Guatemala,1
Sweden,Honduras,3
Sweden,Hong Kong,13
Sweden,Hungary,20
Sweden,Iceland,2
Sweden,India,8
Sweden,Indonesia,8
Sweden,Ireland,35
Sweden,Isle of Man,1
Sweden,Israel,17
Sweden,Italy,80
Sweden,Japan,191
Sweden,Kazakhstan,1
Sweden,Kuwait,1
Sweden,Latvia,1
Sweden,Lithuania,10
Sweden,Luxembourg,6
Sweden,Malaysia,3
Sweden,Malta,4
Sweden,Mexico,24
Sweden,Netherlands,149
Sweden,New Zealand,46
Sweden,Norway,74
Sweden,Oman,3
Sweden,Palestinian Territory,1
Sweden,Panama,1
Sweden,Paraguay,1
Sweden,Peru,2
Sweden,Philippines,6
Sweden,Poland,88
Sweden,Portugal,24
Sweden,Qatar,1
Sweden,South Korea,23
Sweden,Romania,8
Sweden,Russia,107
Sweden,Saudi Arabia,2
Sweden,Serbia,1
Sweden,Singapore,8
Sweden,Slovakia,15
Sweden,Slovenia,8
Sweden,South Africa,11
Sweden,Spain,62
Sweden,Sweden,458
Sweden,Switzerland,100
Sweden,Taiwan,7
Sweden,Thailand,5
Sweden,Turkey,3
Sweden,Uganda,1
Sweden,Ukraine,10
Sweden,United Arab Emirates,4
Sweden,United Kingdom,749
Sweden,United States,2056
Sweden,Vietnam,4
Sweden,XK,2
Switzerland,Argentina,2
Switzerland,Australia,155
Switzerland,Austria,35
Switzerland,Bahrain,1
Switzerland,Belgium,54
Switzerland,Bosnia and Herzegovina,1
Switzerland,Brazil,6
Switzerland,Bulgaria,5
Switzerland,Canada,91
Switzerland,Chile,5
Switzerland,China,19
Switzerland,Colombia,4
Switzerland,Costa Rica,2
Switzerland,Croatia,3
Switzerland,Cyprus,1
Switzerland,Czech Republic,15
Switzerland,Denmark,22
Switzerland,Ecuador,2
Switzerland,Egypt,1
Switzerland,Estonia,7
Switzerland,Finland,14
Switzerland,France,207
Switzerland,Gabon,1
Switzerland,Georgia,3
Switzerland,Germany,429
Switzerland,Greece,16
Switzerland,Hong Kong,4
Switzerland,Hungary,6
Switzerland,India,7
Switzerland,Ireland,19
Switzerland,Israel,19
Switzerland,Italy,44
Switzerland,Japan,81
Switzerland,Jersey,2
Switzerland,Kuwait,1
Switzerland,Latvia,6
Switzerland,Lithuania,7
Switzerland,Luxembourg,3
Switzerland,ME,1
Switzerland,Malta,1
Switzerland,Mexico,11
Switzerland,Moldova,1
Switzerland,Netherlands,68
Switzerland,New Zealand,13
Switzerland,Norway,18
Switzerland,Philippines,1
Switzerland,Poland,24
Switzerland,Portugal,12
Switzerland,Puerto Rico,1
Switzerland,South Korea,10
Switzerland,Reunion,2
Switzerland,Romania,9
Switzerland,Russia,36
Switzerland,Saudi Arabia,14
Switzerland,Serbia,2
Switzerland,Singapore,2
Switzerland,Slovakia,5
Switzerland,Slovenia,7
Switzerland,South Africa,8
Switzerland,Spain,39
Switzerland,Sweden,23
Switzerland,Switzerland,367
Switzerland,Taiwan,3
Switzerland,Thailand,5
Switzerland,Trinidad and Tobago,2
Switzerland,Turkey,2
Switzerland,Ukraine,11
Switzerland,United Arab Emirates,4
Switzerland,United Kingdom,351
Switzerland,United States,702
Switzerland,Åland Islands,1
Taiwan,Australia,4
Taiwan,Belgium,1
Taiwan,Brazil,1
Taiwan,Canada,9
Taiwan,Chile,1
Taiwan,China,8
Taiwan,Denmark,2
Taiwan,Finland,2
Taiwan,France,5
Taiwan,Germany,7
Taiwan,Hong Kong,1
Taiwan,Ireland,1
Taiwan,Italy,1
Taiwan,Japan,25
Taiwan,Kazakhstan,1
Taiwan,Netherlands,2
Taiwan,New Zealand,2
Taiwan,Norway,1
Taiwan,Philippines,1
Taiwan,South Korea,8
Taiwan,Romania,1
Taiwan,Russia,4
Taiwan,Singapore,3
Taiwan,Slovakia,1
Taiwan,Spain,1
Taiwan,Sweden,1
Taiwan,Switzerland,6
Taiwan,Taiwan,20
Taiwan,Thailand,1
Taiwan,United Kingdom,11
Taiwan,United States,89
Thailand,Australia,10
Thailand,Belgium,1
Thailand,Brazil,2
Thailand,China,4
Thailand,Canada,3
Thailand,Chile,2
Thailand,Czech Republic,1
Thailand,Finland,2
Thailand,France,3
Thailand,Germany,9
Thailand,Hong Kong,2
Thailand,Hungary,2
Thailand,Indonesia,1
Thailand,Ireland,3
Thailand,Japan,11
Thailand,Kazakhstan,1
Thailand,Netherlands,6
Thailand,Norway,1
Thailand,Poland,4
Thailand,South Korea,1
Thailand,Russia,1
Thailand,South Africa,1
Thailand,Spain,1
Thailand,Sweden,1
Thailand,Switzerland,1
Thailand,Taiwan,1
Thailand,Thailand,17
Thailand,United Kingdom,15
Thailand,United States,44
Trinidad and Tobago,Bahamas,2
Trinidad and Tobago,Belize,1
Trinidad and Tobago,British Virgin Islands,2
Trinidad and Tobago,Canada,4
Trinidad and Tobago,France,1
Trinidad and Tobago,Germany,2
Trinidad and Tobago,Guadeloupe,1
Trinidad and Tobago,Italy,2
Trinidad and Tobago,Japan,2
Trinidad and Tobago,Jordan,1
Trinidad and Tobago,Spain,1
Trinidad and Tobago,Sweden,1
Trinidad and Tobago,Trinidad and Tobago,3
Trinidad and Tobago,United Kingdom,1
Trinidad and Tobago,United States,12
Tunisia,Australia,10
Tunisia,Austria,6
Tunisia,Azerbaijan,2
Tunisia,Belgium,4
Tunisia,Brazil,1
Tunisia,Canada,9
Tunisia,Chile,1
Tunisia,China,2
Tunisia,Czech Republic,1
Tunisia,Denmark,2
Tunisia,Finland,1
Tunisia,France,15
Tunisia,Georgia,3
Tunisia,Germany,18
Tunisia,Hungary,2
Tunisia,Ireland,2
Tunisia,Israel,1
Tunisia,Italy,3
Tunisia,Japan,13
Tunisia,Luxembourg,1
Tunisia,Netherlands,8
Tunisia,New Zealand,4
Tunisia,Norway,1
Tunisia,Poland,2
Tunisia,Romania,4
Tunisia,Slovenia,2
Tunisia,Spain,6
Tunisia,Switzerland,7
Tunisia,Taiwan,1
Tunisia,Thailand,1
Tunisia,Ukraine,1
Tunisia,United Kingdom,41
Tunisia,United States,51
Turkey,Argentina,1
Turkey,Australia,24
Turkey,Austria,6
Turkey,Belarus,1
Turkey,Belgium,9
Turkey,Brazil,2
Turkey,Canada,15
Turkey,Chile,2
Turkey,China,2
Turkey,Colombia,1
Turkey,Czech Republic,3
Turkey,Denmark,6
Turkey,Finland,7
Turkey,France,35
Turkey,Georgia,2
Turkey,Germany,125
Turkey,Greece,6
Turkey,Hungary,7
Turkey,India,1
Turkey,Iraq,1
Turkey,Ireland,7
Turkey,Israel,2
Turkey,Italy,13
Turkey,Japan,5
Turkey,Latvia,1
Turkey,Lebanon,1
Turkey,Lithuania,1
Turkey,Malaysia,1
Turkey,Mexico,2
Turkey,Morocco,1
Turkey,Netherlands,14
Turkey,New Zealand,1
Turkey,Norway,1
Turkey,Pakistan,1
Turkey,Poland,7
Turkey,Portugal,1
Turkey,South Korea,2
Turkey,Romania,1
Turkey,Russia,7
Turkey,Saudi Arabia,1
Turkey,Slovakia,1
Turkey,Slovenia,1
Turkey,South Africa,1
Turkey,Spain,9
Turkey,Sri Lanka,1
Turkey,Sweden,3
Turkey,Switzerland,19
Turkey,Turkey,11
Turkey,Ukraine,2
Turkey,United Kingdom,65
Turkey,United States,110
Turkey,Uzbekistan,1
Uganda,Australia,27
Uganda,Austria,4
Uganda,Bahrain,1
Uganda,Belgium,7
Uganda,Brazil,2
Uganda,China,1
Uganda,Canada,22
Uganda,Czech Republic,3
Uganda,Denmark,2
Uganda,Estonia,1
Uganda,Finland,6
Uganda,France,21
Uganda,Germany,36
Uganda,Greece,4
Uganda,Hong Kong,1
Uganda,Ireland,9
Uganda,Italy,11
Uganda,Japan,22
Uganda,Mauritius,1
Uganda,Mexico,2
Uganda,Netherlands,10
Uganda,New Zealand,3
Uganda,Norway,3
Uganda,Poland,4
Uganda,Portugal,1
Uganda,Romania,1
Uganda,Russia,3
Uganda,Singapore,1
Uganda,Slovenia,2
Uganda,Spain,1
Uganda,Sweden,6
Uganda,Switzerland,8
Uganda,Thailand,1
Uganda,Ukraine,2
Uganda,United Arab Emirates,1
Uganda,United Kingdom,72
Uganda,United States,165
Ukraine,Argentina,1
Ukraine,Australia,61
Ukraine,Austria,4
Ukraine,Belarus,1
Ukraine,Belgium,18
Ukraine,Brazil,2
Ukraine,Bulgaria,12
Ukraine,China,6
Ukraine,Canada,37
Ukraine,Chile,9
Ukraine,Colombia,13
Ukraine,Croatia,2
Ukraine,Czech Republic,5
Ukraine,Denmark,4
Ukraine,Ecuador,3
Ukraine,Estonia,1
Ukraine,Finland,10
Ukraine,France,48
Ukraine,Georgia,2
Ukraine,Germany,119
Ukraine,Greece,2
Ukraine,Hong Kong,2
Ukraine,Hungary,12
Ukraine,Iceland,3
Ukraine,Ireland,9
Ukraine,Israel,8
Ukraine,Italy,8
Ukraine,Japan,34
Ukraine,Latvia,1
Ukraine,Lebanon,1
Ukraine,Lithuania,5
Ukraine,Luxembourg,3
Ukraine,Malaysia,1
Ukraine,Malta,1
Ukraine,Mexico,7
Ukraine,Moldova,1
Ukraine,Morocco,1
Ukraine,Netherlands,38
Ukraine,New Zealand,4
Ukraine,Norway,8
Ukraine,Peru,2
Ukraine,Philippines,1
Ukraine,Poland,17
Ukraine,Portugal,2
Ukraine,Puerto Rico,1
Ukraine,South Korea,3
Ukraine,Romania,8
Ukraine,Russia,70
Ukraine,Saint Kitts and Nevis,1
Ukraine,Saudi Arabia,2
Ukraine,Singapore,1
Ukraine,Slovakia,4
Ukraine,Slovenia,3
Ukraine,South Africa,6
Ukraine,Spain,12
Ukraine,Sweden,9
Ukraine,Switzerland,22
Ukraine,Thailand,1
Ukraine,Turkey,6
Ukraine,Ukraine,68
Ukraine,United Arab Emirates,1
Ukraine,United Kingdom,130
Ukraine,United States,359
Ukraine,Uruguay,1
United Arab Emirates,Australia,5
United Arab Emirates,Belgium,2
United Arab Emirates,Brazil,1
United Arab Emirates,Canada,1
United Arab Emirates,Cyprus,1
United Arab Emirates,Czech Republic,1
United Arab Emirates,Denmark,2
United Arab Emirates,France,4
United Arab Emirates,Germany,10
United Arab Emirates,Greece,1
United Arab Emirates,Italy,6
United Arab Emirates,Japan,2
United Arab Emirates,Netherlands,7
United Arab Emirates,New Zealand,3
United Arab Emirates,Norway,3
United Arab Emirates,Poland,1
United Arab Emirates,Serbia,1
United Arab Emirates,South Africa,1
United Arab Emirates,Spain,2
United Arab Emirates,Sweden,1
United Arab Emirates,Switzerland,3
United Arab Emirates,Turkey,1
United Arab Emirates,United Arab Emirates,3
United Arab Emirates,United Kingdom,33
United Arab Emirates,United States,23
United Kingdom,Argentina,79
United Kingdom,Armenia,11
United Kingdom,Australia,5617
United Kingdom,Austria,640
United Kingdom,Azerbaijan,1
United Kingdom,Bahamas,5
United Kingdom,Bahrain,9
United Kingdom,Bangladesh,3
United Kingdom,Barbados,1
United Kingdom,Belarus,19
United Kingdom,Belgium,1169
United Kingdom,Bermuda,4
United Kingdom,Bolivia,6
United Kingdom,Bosnia and Herzegovina,6
United Kingdom,Botswana,2
United Kingdom,Brazil,270
United Kingdom,Brunei Darussalam,1
United Kingdom,Bulgaria,54
United Kingdom,China,270
United Kingdom,Cambodia,10
United Kingdom,Canada,3950
United Kingdom,Cape Verde,1
United Kingdom,Cayman Islands,4
United Kingdom,Chile,178
United Kingdom,Colombia,62
United Kingdom,Cook Islands,2
United Kingdom,Costa Rica,34
United Kingdom,Croatia,134
United Kingdom,Cyprus,34
United Kingdom,Czech Republic,420
United Kingdom,Denmark,489
United Kingdom,Dominica,1
United Kingdom,Dominican Republic,4
United Kingdom,Ecuador,37
United Kingdom,Egypt,16
United Kingdom,El Salvador,4
United Kingdom,Estonia,187
United Kingdom,Faroe Islands,2
United Kingdom,Finland,691
United Kingdom,France,3848
United Kingdom,French Guiana,4
United Kingdom,Georgia,153
United Kingdom,Germany,8108
United Kingdom,Ghana,2
United Kingdom,Gibraltar,17
United Kingdom,Greece,312
United Kingdom,Guadeloupe,1
United Kingdom,Guam,8
United Kingdom,Guatemala,17
United Kingdom,Guernsey,9
United Kingdom,Honduras,8
United Kingdom,Hong Kong,143
United Kingdom,Hungary,192
United Kingdom,Iceland,81
United Kingdom,India,69
United Kingdom,Indonesia,33
United Kingdom,Ireland,1180
United Kingdom,Isle of Man,43
United Kingdom,Israel,324
